monitoring_location,stn_code,latitude,longitude,geocode_query,geocoded
"Tubewell No. 6 Of Hsiidc, Near Plot No. 237, Sector - 8, Imt Manesar, Gurugram",4846,28.3932827,76.9545277,"sector manesar gurugram, Haryana, India",True
"Tubewell No. 4, Haily Mandi, Tehsil - Pataudi (Pwd), Gurugram",4847,28.3014799,76.7500701,"pataudi gurugram, Haryana, India",True
"Tubewell Hssidc, Near Plot No. 7, Sector 37, Gurugram",4848,28.4266982,77.0596743,"plot sector gurugram, Haryana, India",True
"Borewell At Entry Gate Of Ansal Pioneer Industrial Park, Patheri, Bilaspur, Gurugram",4849,28.2882747,76.8704031,"bilaspur gurugram, Haryana, India",True
"Borewell Of Water Works, Sector - 35, Hsiidc, Nh - 8, Gurugram",4850,28.4995481,77.0885608,"hsiidc gurugram, Haryana, India",True
"Borewell Of Phed Office, Pataudi, Gurugram",4851,28.3014799,76.7500701,"pataudi gurugram, Haryana, India",True
"Tubewell At Fauji Dhaba, Gt Karnal Road, Panipat",4852,29.3886964,76.9832024,"karnal panipat, Haryana, India",True
"Tubewell Near 25 Mld Stp, Sewah, Panipat",4853,29.3912753,76.9771675,"panipat, Haryana, India",True
"Tubewell Near 20 Mld Stp, Village Jattal Road, Panipat",4854,29.3912753,76.9771675,"panipat, Haryana, India",True
"Tubewell Near 5 Mld Stp, Samalkha, Panipat",4855,29.230736,77.0019919,"samalkha panipat, Haryana, India",True
"Sanhit Sarovar, Kurushetra",4857,,,,False
Western Yamuna Canal Wc- 1(Y.Nagar)100M D/S After Receiving Ind.&Sew.Effl,1109,,,,False
Western Yamuna Canal- Khubru Outfall,3034,,,,False
Agra Canal At Village Mandkola In Nuh Dist.,4858,28.1371669,77.1787834,"mandkola dist., Haryana, India",True
"Confluence Of Southern Ghaggar Canal, Sheranwali Parallel Ghaggar Canal And Hisar Ghaggar Drain",4859,28.7538193,76.9803741,"drain, Haryana, India",True
"River Ghaggar Gh-1 At Road Brdg. Sirsa, Debwali Road",1025,,,,False
River Ghaggar Gh-2 At Chandarpur Syphen,1026,,,,False
River Ghaggar At Kala Amb D/S Markanda,1884,30.1195094,76.7861687,"markanda, Haryana, India",True
River Ghaggar Before Ottu Weir (Before Mixing Of Satluj Canal Water),1887,27.5587497,77.4975905,"canal, Haryana, India",True
River Markanda At Naraingarh (Haryana),30007,30.329147,77.136478,"markanda naraingarh haryana, Haryana, India",True
"River Ghaggar At Parwanoo D/S,Amravati, Haryana",30014,30.7549969,76.9072795,"amravati haryana, Haryana, India",True
River Ghaggar At Sirsa Dabwali Road (Haryana),30017,29.8327537,74.6367292,"dabwali haryana, Haryana, India",True
River Ghaggar At Chandrapur Siphon (Haryana),30018,28.4808629,77.0848883,"haryana, Haryana, India",True
River Ghaggar At Ottu Weir (Haryana),30020,28.4808629,77.0848883,"haryana, Haryana, India",True
River Markanda D/S Kala Amb/ Boundary Of Haryana,2625,28.4808629,77.0848883,"haryana, Haryana, India",True
4860,9,29.3201782,76.4781317,"4860, Haryana, India",True
3047,5,29.3201782,76.4781317,"3047, Haryana, India",True
3048,6,29.2977228,76.4759547,"3048, Haryana, India",True
4861,7,29.2977228,76.4759547,"4861, Haryana, India",True
"Yamuna At Hathnikund, Yamunanagar",1117,30.3146772,77.5830901,"hathnikund yamunanagar, Haryana, India",True
River Yamuna At Khojipur Panipat,10004,29.3912753,76.9771675,"panipat, Haryana, India",True
"Yamuna At Sonipat, Baghpat Road(Haryana)",30029,28.9868455,77.2002,"sonipat baghpat haryana, Haryana, India",True
"River Yamuna At Palla,Sonepat",10005,28.99197,77.0342633,"sonepat, Haryana, India",True
"Yamuna At Mohena Palwal Road, Haryana",30024,28.1441122,77.3355408,"palwal haryana, Haryana, India",True
Ground Water At Jhajjar,4828,28.7367314,76.8897193,"ground jhajjar, Haryana, India",True
"Near Huda/ Hsvp Water Works, Basai, Gurugram",4861,28.4645841,76.9828171,"basai gurugram, Haryana, India",True
Water Works- Faridabad,3048,28.4031478,77.3105561,"faridabad, Haryana, India",True
"River Yamuna At Buriya U/S Jagadhari, Mandoli, Haryana",30028,28.4808629,77.0848883,"haryana, Haryana, India",True
River Yamuna At Hathnikund,30035,30.3146772,77.5830901,"hathnikund, Haryana, India",True
"River Yamuna At Hathnikund, Yamunanagar",1117,30.3146772,77.5830901,"hathnikund yamunanagar, Haryana, India",True
"River Yamuna At Kalanaur, Yamuna Nagar",1496,30.1389108,77.301064,"yamuna nagar, Haryana, India",True
"River Yamuna At Manglaura, Karnal",4914,29.6133691,77.0891719,"manglaura karnal, Haryana, India",True
"River Yamuna At Sonauli Road, Shamli Border , Panipat (Haryana)",30032,29.455626,76.9715089,"panipat haryana, Haryana, India",True
"River Yamuna At Sonipat, Baghpat Road(Haryana)",30029,28.9868455,77.2002,"sonipat baghpat haryana, Haryana, India",True
River Yamuna At Sonepat,1119,28.99197,77.0342633,"sonepat, Haryana, India",True
"River Yamuna At Rahimpur Ka Nagla, Near Flyover Bridge (Mazawali)",1497,,,,False
River Yamuna At Hasanpur,30031,27.9689217,77.494222,"hasanpur, Haryana, India",True
"River Yamuna At Mohena Palwal Road, Haryana",30024,28.1441122,77.3355408,"palwal haryana, Haryana, India",True
"Sultanpur Lake, Gurugram",3032,28.4631526,76.8910939,"sultanpur lake gurugram, Haryana, India",True
"Rania Drain Meeting Discharge Of Phed Stp, 6 Mld, Rania, Sirsa",4860,29.5696836,74.7337535,"rania sirsa, Haryana, India",True
"River Yamuna At Rahimpur Ka Nagla, Near Flyover Bridge (Mazawali) Haryana",1497,28.4808629,77.0848883,"haryana, Haryana, India",True
