monitoring_location,stn_code,latitude,longitude,geocode_query,geocoded
"Road Bridge-Dehri-On- Sone, Rohtas",4298,24.9057108,84.1771979,"dehri on sone rohtas, Bihar, India",True
"Gandak At Sonepur, Patna (B/C Ganga), Saran",1078,25.6543203,85.1811273,"ganga saran, Bihar, India",True
"Gandak At Konhara Ghat, Vaishali",10126,25.685113,85.2001634,"ghat vaishali, Bihar, India",True
"Sikrana River At Lal Parse, Bittiah, East Champaran",2575,26.6393261,84.8990136,"east champaran, Bihar, India",True
"Sikrana At Chanpatiya, East Champaran",1820,26.6393261,84.8990136,"east champaran, Bihar, India",True
"Sikrana River At Laurea, Harinagar Road Bridge",3134,27.156368,84.3244117,"harinagar, Bihar, India",True
"Sikrana At Lauria- Narkatiaganj Road Bridge, West Champaran",4291,27.0968882,84.4585344,"narkatiaganj west champaran, Bihar, India",True
"Burhi Gandak At Z Road Bridge, Samastipur",2570,25.8613568,85.8038414,"burhi gandak samastipur, Bihar, India",True
"Burhi Gandak At Barachakia, East Champaran",4403,26.6393261,84.8990136,"east champaran, Bihar, India",True
"Burhi Gandak At Lal Bagla Ghat, Motihari Dhaka Road, East Champaran",4300,26.6923775,85.1986362,"dhaka east champaran, Bihar, India",True
"Burhi Gandak At Khagaria Road Bridge, Khagaria",4295,25.5032041,86.3344842,"burhi gandak khagaria khagaria, Bihar, India",True
"U/S Harbora River, West Champaran",3126,26.8990626,84.1095799,"river west champaran, Bihar, India",True
"Harbora River At Narkatiaganj, West Champaran",2558,27.0968882,84.4585344,"narkatiaganj west champaran, Bihar, India",True
Kamla River At Benipatti (Madhubani),2567,26.3455634,85.8601554,"kamla river benipatti madhubani, Bihar, India",True
Kamla River At Darbhanga,2569,26.2303771,85.879189,"kamla river darbhanga, Bihar, India",True
Kamla River At Jaynagar,3133,26.5902775,86.1356516,"jaynagar, Bihar, India",True
"Kamla At Jeewach Ghat, Darbhanga",4299,26.1667379,86.0432955,"ghat darbhanga, Bihar, India",True
"Koshi River At Beerpur,",3137,,,,False
Daha River D/S Rajendra Road Bride Siwan,4397,26.131008,84.3910745,"siwan, Bihar, India",True
"D/S Daha River At Sasamusa, Gopalganj",2560,26.4211166,84.3739133,"gopalganj, Bihar, India",True
"Daha River At Itwa Bridge, Gopalganj",2561,26.4211166,84.3739133,"gopalganj, Bihar, India",True
"Daha At U/S Sasamusa, Gopalganj",4292,26.4211166,84.3739133,"gopalganj, Bihar, India",True
"River Dhous At Madhwapur, Madhubani",4405,26.5325132,85.8553124,"madhwapur madhubani, Bihar, India",True
"Ramrekha River At Harinagar, West Champaran",2559,27.156368,84.3244117,"harinagar west champaran, Bihar, India",True
"Ramrekha River At U/S Harinagar, West Champaran",3130,27.156368,84.3244117,"harinagar west champaran, Bihar, India",True
"Sirsiya At Raxaul, East Champaran",1822,26.9819612,84.8520361,"raxaul east champaran, Bihar, India",True
"Sirsiya River D/S Raxaul (Koeria Tola), East Champaran",3136,26.6393261,84.8990136,"east champaran, Bihar, India",True
"Bagmati River At Muzaffarpur- Sitamarhi Road Bridge, Sitamarhi",3132,26.7540088,85.2752508,"sitamarhi sitamarhi, Bihar, India",True
"U/S Manusmar River (Riga), Sitamarhi",3131,26.6233704,85.3980911,"riga sitamarhi, Bihar, India",True
"Manusmar At Parshurampur, Riga - Belsund Road,",4402,,,,False
"Poonpun River Near Poonpun Rail Bridge, Patna",3119,25.6692687,85.1091733,"rail patna, Bihar, India",True
"Poonpun River Near Kinzer Road Bridge, Jehanabad",3120,25.1529579,85.0065043,"jehanabad, Bihar, India",True
"U/S Kohra, Raj Ghat, Manjhaulia, West Champaran",4293,27.0518367,84.3351209,"west champaran, Bihar, India",True
"D/S Kohra, Raj Ghat, Manjhaulia,",4294,,,,False
"Gangi At Ara, D/S",4404,26.2395299,87.9044595,"gangi, Bihar, India",True
"Bore Well Water At Bhut Nath Road Water Tank Sec- 3, Kankarbagh,Patna",1826,25.6018853,85.1666591,"kankarbagh patna, Bihar, India",True
"Hand Pump Water At Sardar Patel Bus Stand, Bhojpur",2578,25.4501182,84.5635193,"bhojpur, Bihar, India",True
"Hand Pump Water At Darbhanga Bus Stand, Darbhanga",2582,26.1543985,85.9070614,"stand darbhanga, Bihar, India",True
"Hand Pump Water At Thaway Mandir Campus, Gopalganj",2584,26.4211166,84.3739133,"gopalganj, Bihar, India",True
"Hand Pump Water At Collectriate Office, Madhubani",2590,26.3474738,86.0737965,"office madhubani, Bihar, India",True
Well At Nalanda,2592,25.1364914,85.4436546,"nalanda, Bihar, India",True
Ground Water From Nawada,2593,24.8173249,85.5179085,"nawada, Bihar, India",True
Ground Water From Siwan,2597,26.131008,84.3910745,"siwan, Bihar, India",True
Ground Water From Arrah,3138,25.560317,84.6632139,"arrah, Bihar, India",True
Ground Water From Araria,3139,26.1346459,87.4654062,"araria, Bihar, India",True
Ground Water From Bettiah,3140,26.8023,84.5074,"bettiah, Bihar, India",True
Ground Water From Bodhgaya,3141,24.677623,84.9727292,"bodhgaya, Bihar, India",True
Ground Water From Bagaha,3143,27.0590112,84.2064638,"bagaha, Bihar, India",True
Ground Water From Barh,3144,25.4509766,85.7002486,"barh, Bihar, India",True
Ground Water From Dumraon,3146,25.5238346,84.1599531,"dumraon, Bihar, India",True
Ground Water From Maner,3150,25.6595984,84.9104699,"maner, Bihar, India",True
Ground Water From Ramkund Gaya,3154,24.7964355,85.0079563,"gaya, Bihar, India",True
Ground Water From Sherghati,3158,24.593939,84.8478903,"sherghati, Bihar, India",True
Ground Water From Raxaul,3160,26.9868738,84.8447219,"raxaul, Bihar, India",True
Ground Water From Katihar,3161,25.5586421,87.6457196,"katihar, Bihar, India",True
"River Harha At Bagha, Lauriya Road Bridge",4399,27.0039928,84.4262158,"lauriya, Bihar, India",True
Ganga At Manjhighat(Bihar),30076,25.1672903,85.5502398,"bihar, Bihar, India",True
"Ganga At Gulabi Ghat, Patna",10115,25.5876533,85.238043,"ghat patna, Bihar, India",True
"River Ganga At D/S Nawadaghat , Barh ,Patna",10130,25.4509766,85.7002486,"barh patna, Bihar, India",True
"Road Bridge-Dehri-On-Sone, Rohtas",4298,24.9057108,84.1771979,"dehri on sone rohtas, Bihar, India",True
"Sikrahna At Chanpatiya, East Champaran",1820,26.6393261,84.8990136,"east champaran, Bihar, India",True
"Khagaria Road Bridge, Khagaria",4295,25.409872,86.6594959,"khagaria khagaria, Bihar, India",True
"Jeewach Ghat, Darbhanga",4299,26.1667379,86.0432955,"ghat darbhanga, Bihar, India",True
"Koshi River At Beerpur, Supaul",3137,26.2768089,86.7959614,"supaul, Bihar, India",True
"U/S Sasamusa, Gopalganj",4292,26.4211166,84.3739133,"gopalganj, Bihar, India",True
"River Dhous At Madhuvapur, Madhubani",1823,26.3503076,86.2296424,"madhubani, Bihar, India",True
"River Dhons At Madhuvapur, Madhubani",4405,26.3503076,86.2296424,"madhubani, Bihar, India",True
"Poonpun River Near Poonpun Rail Bridge,",3119,25.8027508,85.0398985,"rail, Bihar, India",True
Ground Water From Dehri On Sone,3145,24.9057108,84.1771979,"dehri sone, Bihar, India",True
Ground Water From Kudra,3149,25.1265992,83.7631004,"kudra, Bihar, India",True
Ground Water From Piro,3153,25.3383191,84.3540878,"piro, Bihar, India",True
"Hand Pump Water From Nagar Parishad, Bhabhua",2580,,,,False
"Hand Water At Civil Court Bihar Sharif, Nalanda",2592,25.2040904,85.5084385,"bihar sharif nalanda, Bihar, India",True
"Borewell Water Near Dharmshala Sasaram, Rohtas",2598,24.9509656,84.0148733,"sasaram rohtas, Bihar, India",True
"Ground Water Bus Stand Sasaram, Rohtas",2599,24.955113,84.0154386,"stand sasaram rohtas, Bihar, India",True
River Ganga At Buxar,1074,25.5044834,84.1097525,"buxar, Bihar, India",True
"River Ganga At Buxar, Ramrekhaghat",2551,,,,False
River Ganga At D/S Buxar Near Road Bridge,3113,25.5044834,84.1097525,"buxar, Bihar, India",True
River Ganga At Manjhighat(Bihar),30076,25.1672903,85.5502398,"bihar, Bihar, India",True
River Ganga At Ara- Chapra Road Bridge (Koilwer Banura- Chapra Road),10162,25.7733443,84.7849772,"chapra, Bihar, India",True
"River Ganga At The Confluence Of Sone River Doriganj, Chapra",2564,25.7733443,84.7849772,"chapra, Bihar, India",True
"River Ganga At Maa Ambika Asthan, Aami, Saran",10114,25.9214451,84.7759731,"saran, Bihar, India",True
"River Ganga Near Danapur (Near Pipa Pul) ,Patna",3114,25.5499638,85.2813696,"pipa patna, Bihar, India",True
"River Ganga At Kurji, Patna U/S",1077,25.6426637,85.1004656,"kurji patna, Bihar, India",True
"River Ganga At Gandhighat, Nit Patna",2552,25.6093239,85.1235252,"patna, Bihar, India",True
River Ganga At Gulabi Ghat,10115,25.6996142,85.1352099,"ghat, Bihar, India",True
"River Ganga At Patna D/S (Ganga Bridge), Gaighat",1079,26.1419165,85.6535113,"gaighat, Bihar, India",True
"River Ganga At Malsalami, Patna",3122,25.6093239,85.1235252,"patna, Bihar, India",True
"River Ganga At Kachchi-Dargah- Bidupur Road Bridge, Patna",4297,25.5905442,85.3022517,"dargah bidupur patna, Bihar, India",True
"River Ganga At Bakhtiyarpur-Tajpur Bridge On Ganga, Athmalgola",4301,25.5022501,85.6892339,"ganga athmalgola, Bihar, India",True
"River Ganga At Kewala Ghat,Fatuha, Patna",2553,25.5085264,85.3099134,"fatuha patna, Bihar, India",True
River Ganga At Barh,3115,25.4509766,85.7002486,"barh, Bihar, India",True
"River Ganga At Mokama (U/S), Mahadeo Asthan, Patna",1817,25.5776054,85.0406031,"asthan patna, Bihar, India",True
River Ganga At Mokama (D/S),1815,25.3958052,85.9220644,"mokama, Bihar, India",True
"River Ganga At Barahiya, Nepalitola, Maranchi, ;Lakshisarai",3123,,,,False
River Ganga At U/S Munger (Near Intake Well On Ganga),3116,25.7060977,84.6115381,"ganga, Bihar, India",True
River Ganga At Munger,1818,25.2202864,86.5161484,"munger, Bihar, India",True
"River Ganga At U/S Sultanganj, Bhagalpur",3117,25.2414966,86.7349906,"sultanganj bhagalpur, Bihar, India",True
"River Ganga At Water Intake Point, Bhagalpur",4398,25.2861354,87.1304229,"bhagalpur, Bihar, India",True
"River Ganga At Sultanganj, Bhagalpur",2554,25.2414966,86.7349906,"sultanganj bhagalpur, Bihar, India",True
River Ganga At Bhagalpur,1819,25.2861354,87.1304229,"bhagalpur, Bihar, India",True
River Ganga At U/S Bhagalpur Near Bararighat,3118,,,,False
River Ganga At Kahalgaon,1816,25.2651895,87.2835414,"kahalgaon, Bihar, India",True
"River Ghaghara Near Chapra, Ribilganj, Saran",1076,25.9214451,84.7759731,"saran, Bihar, India",True
"River Sone At Koelwar, Bhojpur",1075,25.5693726,84.7927554,"koelwar bhojpur, Bihar, India",True
"River Sone Near Banzari, Rohtas",3121,24.9394143,84.0197031,"rohtas, Bihar, India",True
"River Sone At Bahiyara, Bhojpur",3127,25.5345016,84.7600817,"bahiyara bhojpur, Bihar, India",True
"River Sone At Nasiriganj Dam, Rohtas",3128,24.9394143,84.0197031,"rohtas, Bihar, India",True
"River Sone At Indrapuri, Dehri On Sone, Rohtas",2556,24.9057108,84.1771979,"dehri sone rohtas, Bihar, India",True
"River Sone At Obra, Aurangabad",4406,24.9377167,84.4326295,"obra aurangabad, Bihar, India",True
"River Sone At Water Intake Point Bhartiya Rail Bijali Co. Ltd (Brbcl) Navinagar, Aurangabad",4407,24.8033201,84.4110198,"aurangabad, Bihar, India",True
"River Sone At Road Bridge-Dehri-On- Sone, Rohtas",4298,24.9057108,84.1771979,"sone dehri on sone rohtas, Bihar, India",True
"River Gandak At Sonepur, Patna (B/C Ganga), Saran",1078,25.6543203,85.1811273,"ganga saran, Bihar, India",True
"River Gandak At Rewaghat, Mujaffarpur",2568,,,,False
River Gandak Gopalganj Piprakothi Road Bridge (Dumaria Ghat),3125,25.6996142,85.1352099,"ghat, Bihar, India",True
"River Gandak At Konhara Ghat, Vaishali",10126,25.685113,85.2001634,"ghat vaishali, Bihar, India",True
"River Gandak At Road Bridge, U/S Hajipur",10163,25.6905702,85.2090351,"hajipur, Bihar, India",True
"River Sikrahna At Lal Parse, Bittiah, East Champaran",2575,26.6393261,84.8990136,"east champaran, Bihar, India",True
"River Sikrahna At Chanpatiya, East Champaran",1820,26.6393261,84.8990136,"east champaran, Bihar, India",True
"River Sikrahna At Laurea, Harinagar Road Bridge",3134,27.156368,84.3244117,"harinagar, Bihar, India",True
"River Sikrahna Lauria-Narkatiaganj Road Bridge, West Champaran",4291,27.0968882,84.4585344,"narkatiaganj west champaran, Bihar, India",True
"River Burhi Gandak At Z Road Bridge, Samastipur",2570,25.8613568,85.8038414,"burhi gandak samastipur, Bihar, India",True
River Burhi Gandak U/S Road Bridge Muzaffarpur (Nh),3124,26.2649007,85.2338941,"burhi gandak muzaffarpur, Bihar, India",True
"River Burhi Gandak At Akharaghat, Muzaffarpur",2562,26.1482548,85.3316097,"muzaffarpur, Bihar, India",True
"River Burhi Gandak At Barachakia, East Champaran",4403,26.6393261,84.8990136,"east champaran, Bihar, India",True
"River Burhi Gandak At Lal Bagla Ghat, Motihari Dhaka Road, East Champaran",4300,26.6923775,85.1986362,"dhaka east champaran, Bihar, India",True
"River Burhi Gandak At Khagaria Road Bridge, Khagaria",4295,25.5032041,86.3344842,"burhi gandak khagaria khagaria, Bihar, India",True
"River Harbora, U/S West Champaran",3126,27.0518367,84.3351209,"west champaran, Bihar, India",True
"River Harbora At Narkatiaganj, West Champaran",2558,27.0968882,84.4585344,"narkatiaganj west champaran, Bihar, India",True
River Kamala At Benipatti (Madhubani),2567,26.4434731,85.9104806,"benipatti madhubani, Bihar, India",True
River Kamala At Darbhanga,2569,26.0829899,86.0324951,"darbhanga, Bihar, India",True
River Kamala At Jaynagar,3133,26.5902775,86.1356516,"jaynagar, Bihar, India",True
"River Kamala (Bihar) Ganga At Jeewach Ghat, Darbhanga",4299,26.1667379,86.0432955,"ghat darbhanga, Bihar, India",True
River Koshi At Kurshela At Katihar,2565,25.5586421,87.6457196,"katihar, Bihar, India",True
River Koshi At Madhepura,2566,25.8794585,86.7716341,"koshi madhepura, Bihar, India",True
"River Koshi At Beerpur, Supaul",3137,26.2768089,86.7959614,"supaul, Bihar, India",True
River Daha At Siwan,1821,26.131008,84.3910745,"siwan, Bihar, India",True
River Daha D/S Rajendra Road Bride Siwan,4397,26.131008,84.3910745,"siwan, Bihar, India",True
"River Daha D/S At Sasamusa, Gopalganj",2560,26.4211166,84.3739133,"gopalganj, Bihar, India",True
"River Daha At Itwa Bridge, Gopalganj",2561,26.4211166,84.3739133,"gopalganj, Bihar, India",True
River Daha At Meerganj,3129,,,,False
"River Daha U/S Sasamusa, Gopalganj",4292,26.4211166,84.3739133,"gopalganj, Bihar, India",True
"River Dhos At Madhuvapur, Madhubani",1823,26.3503076,86.2296424,"madhubani, Bihar, India",True
"River Dhos At Madhwapur, Madhubani",4405,26.5325132,85.8553124,"madhwapur madhubani, Bihar, India",True
"River Ramrekha At Harinagar, West Champaran",2559,27.156368,84.3244117,"harinagar west champaran, Bihar, India",True
"River Ramrekha At U/S Harinagar, West Champaran",3130,27.156368,84.3244117,"harinagar west champaran, Bihar, India",True
"River Sirsiya At Raxaul, East Champaran",1822,26.9819612,84.8520361,"raxaul east champaran, Bihar, India",True
"River Sirsiya D/S Raxaul (Koeria Tola), East Champaran",3136,26.6393261,84.8990136,"east champaran, Bihar, India",True
"River Bagmati At Muzaffarpur- Sitamarhi Road Bridge, Sitamarhi",3132,26.7540088,85.2752508,"sitamarhi sitamarhi, Bihar, India",True
"River Bagmati At Darbanga, Samastipur Road Bridge, Darbhanga",3135,26.0829899,86.0324951,"darbhanga, Bihar, India",True
"River Manusmar U/S (Riga), Sitamarhi",3131,26.6233704,85.3980911,"riga sitamarhi, Bihar, India",True
"River Manusmar At Riga, Sitamarhi",2563,26.6233704,85.3980911,"riga sitamarhi, Bihar, India",True
"River Manusmar At Parshurampur, Riga - Belsund Road, Sitamarhi",4402,26.5942841,85.500428,"sitamarhi, Bihar, India",True
"River Poonpun Near Poonpun Rail Bridge, Patna",3119,25.6692687,85.1091733,"rail patna, Bihar, India",True
"River Poonpun Near Kinzer Road Bridge, Jehanabad",3120,25.1529579,85.0065043,"jehanabad, Bihar, India",True
"River Kohra (Ganga) U/S Raj Ghat, Manjhaulia, West Champaran",4293,27.0518367,84.3351209,"west champaran, Bihar, India",True
"River Kohra (Ganga) D/S Raj Ghat, Manjhaulia, West Champaran",4294,27.0518367,84.3351209,"west champaran, Bihar, India",True
"River Gangi At Ara, D/S",4404,26.2395299,87.9044595,"gangi, Bihar, India",True
"River Parmar At Jogbani, Araria",1824,26.3826806,87.2609063,"jogbani araria, Bihar, India",True
"Bore Well Water At Bhootnath Road Water Tank Sec-3, Kankarbagh,Patna",1826,25.6018853,85.1666591,"kankarbagh patna, Bihar, India",True
"Tap Water In Campus Of Kali Asthan, Bishanpur, Begusarai",1832,25.5125411,86.0883392,"begusarai, Bihar, India",True
"Hand Pump Water Near Lower Court Lower Court, Purnea",1835,25.796677,87.4815747,"court purnea, Bihar, India",True
"Hand Pump Water Near Bus Stand Tilka Manjhi Chowk, Bhagalpur",1836,25.4084094,87.1696691,"chowk bhagalpur, Bihar, India",True
"Ground Water From Railway Station, Bhagalpur",1837,25.2413642,86.9727974,"railway station bhagalpur, Bihar, India",True
"Groundwater Water From T. Modal Inter School, G.B Road, Gaya",1841,24.9404472,84.8468387,"inter gaya, Bihar, India",True
"Borewell Water Dandibagh Water Works, Phed, Gaya",1842,24.7964355,85.0079563,"gaya, Bihar, India",True
"Supply Water Near Bus Stand, Rajgir",1843,25.0299973,85.4207368,"rajgir, Bihar, India",True
"Hand Pump Water At Civil Court, Aurangabad",2576,24.7541981,84.3738643,"civil court aurangabad, Bihar, India",True
"Hand Pump Water At Sardar Patel Bus Stand, Ara, Bhojpur",2578,25.4501182,84.5635193,"bhojpur, Bihar, India",True
"Hand Pump Water From Nagar Parishad Office, Bhabhua",2580,,,,False
"Tap Water Near Pani Tanki At Jehanabad Court, Jehanabad",2585,25.200279,84.9845519,"jehanabad court jehanabad, Bihar, India",True
"Tap Water Inside The Campus Of Government Tourist Cafeteria, Nalanda",2591,25.3832144,85.5072997,"cafeteria nalanda, Bihar, India",True
"Handpump Water At Collectriate Campus,Nawadah",2593,24.8858896,85.5481255,"nawadah, Bihar, India",True
"Hand Pump Water Near Sadar Hospital,Saharsa",2594,25.8872763,86.5894559,"sadar hospital saharsa, Bihar, India",True
"Ground Water From Collectriate Campus ,Samastipur",2595,25.7747885,85.8672314,"samastipur, Bihar, India",True
"Ground Water From Sri Ram Janki Mandir, Sitamarhi",2596,26.5954675,85.4971075,"janki mandir sitamarhi, Bihar, India",True
"Ground Water At Collectriate Campus, Siwan",2597,26.131008,84.3910745,"siwan, Bihar, India",True
"Ground Water At Railway Station Campus,Hajipur At Vaishali",2600,25.6920655,85.2111172,"hajipur vaishali, Bihar, India",True
"Ground Water From Ara Near Railway Station, Ara",3138,25.5977248,85.2042559,"railway station, Bihar, India",True
Ground Water Near Bus Stand Araria,3139,26.1346459,87.4654062,"araria, Bihar, India",True
"Ground Water At Railway Sation, Bettiah",3140,26.8023,84.5074,"bettiah, Bihar, India",True
"Ground Water At Lord Buddha Temple Outside Main Temple,Bodhgaya",3141,24.6959303,84.9913903,"temple bodhgaya, Bihar, India",True
"Ground Water Fromn Bus Stand Chowk,Bikramganj",3142,25.2263789,84.2707826,"chowk bikramganj, Bihar, India",True
Ground Water From Bagaha Bazar Bagaha,3143,27.0590112,84.2064638,"bagaha, Bihar, India",True
"Ground Water Near Ans College,Barh",3144,25.4509766,85.7002486,"barh, Bihar, India",True
"Ground Water Near Muffasil Thana More,Dehri On Sone",3145,24.9057108,84.1771979,"dehri sone, Bihar, India",True
"Ground Water From Dumraon,Pani Tanki (Phed)",3146,,,,False
"Ground Water From Jaynagar Railway Station ,Jaynagar",3147,26.5902775,86.1356516,"railway station jaynagar, Bihar, India",True
"Ground Water From Jamalpur Police Station, Jamalpur",3148,25.3199073,86.4926928,"police station jamalpur, Bihar, India",True
"Ground Water From Kudra Railway Station, Kaimur",3149,25.047524,83.7939078,"station kaimur, Bihar, India",True
"Ground Water At Main Road Near Kali Manir,Maner",3150,25.6595984,84.9104699,"maner, Bihar, India",True
Ground Water From Govt. Guest House Mohania,3151,25.1676579,83.621622,"mohania, Bihar, India",True
"Ground Water From Old Bus Stand,Narkatiaganj",3152,27.0968882,84.4585344,"narkatiaganj, Bihar, India",True
"Ground Water Near Church High School,Piro",3153,25.3383191,84.3540878,"piro, Bihar, India",True
"Ground Water From Supual Bus Stand, Supaul",3155,26.1562954,86.7958129,"stand supaul, Bihar, India",True
"Ground Water From Samastipur Bus Stand,Samastipur",3156,25.8629717,85.7801413,"samastipur stand samastipur, Bihar, India",True
"Ground Water From J.P. Park Chowk ,Sultanganj",3157,25.2414966,86.7349906,"sultanganj, Bihar, India",True
"Ground Water Near Govt. Hospital, Sherghati",3158,24.5678621,84.8029706,"govt. hospital sherghati, Bihar, India",True
Ground Water From Raxaul Bus Stand Raxaul,3160,26.9868738,84.8447219,"raxaul, Bihar, India",True
Ground Water Near Bus Stand Katihar,3161,25.5586421,87.6457196,"katihar, Bihar, India",True
"Ground Water Near Vaishali Block Office,At Hajipur, Vaishali",3162,25.6920655,85.2111172,"office hajipur vaishali, Bihar, India",True
"Dighi Talab Near Kachhari Road, Gaya",2573,24.7964355,85.0079563,"gaya, Bihar, India",True
River Ganga Chusa At Buxar,1074,25.5044834,84.1097525,"buxar, Bihar, India",True
River Ganga At D/S Buxar Near Veer Kunwar Singh Road Bridge,3113,25.7262585,84.8136918,"veer kunwar singh, Bihar, India",True
"River Ganga D/S Of M/S Ntpc, Barh Water Intake Point,Pathanichak, Bindtola Barh",10131,25.4509766,85.7002486,"barh, Bihar, India",True
River Ganga At Manjhighat Dist. Chhapra(Bihar),30076,25.7800413,84.7400786,"dist. chhapra bihar, Bihar, India",True
River Ganga At Ara- Chapra Road Bridge (Koiilwar Barhara- Chapra Road),10162,25.7733443,84.7849772,"chapra, Bihar, India",True
"River Ganga At The Balughat, Doriganj, Saran",2564,25.9214451,84.7759731,"saran, Bihar, India",True
"River Ganga At Digha, Near J P Setu, Patna U/S",1077,25.6056689,85.1658334,"setu patna, Bihar, India",True
"River Ganga At Gulabi Ghat, Patna",10115,25.5876533,85.238043,"ghat patna, Bihar, India",True
"River Ganga At Patna D/S (Ganga Bridge), Gaighat, Patna",1079,25.6093239,85.1235252,"patna, Bihar, India",True
"River Ganga At Malsalami, Patna City, Patna",3122,25.6093239,85.1235252,"patna city patna, Bihar, India",True
River Ganga At Kachchi-Dargah-,4297,25.5907158,85.3021326,"dargah, Bihar, India",True
"River Ganga At Bakhtiyarpur-Tajpur Bridge On Ganga, Athmalgola, Patna",4301,25.4521197,85.5974084,"athmalgola patna, Bihar, India",True
"River Ganga At Uma Nath Mandir,Barh",3115,25.4509766,85.7002486,"barh, Bihar, India",True
"River Ganga U/S Of M/S Ntpc, Barh Water Intake Point, Barh",10130,25.4711351,85.7060668,"barh barh, Bihar, India",True
"River Ganga At Mokama (D/S), Near Rajendra Bridge , Simiriya Ghat",1815,25.6996142,85.1352099,"ghat, Bihar, India",True
"River Ganga At Barahiya, Nepalitola, Maranchi, Hathidah At Mokama, Patna",3123,25.3958052,85.9220644,"mokama patna, Bihar, India",True
River Ganga At U/S Munger Kashatharni Ghat,3116,25.6996142,85.1352099,"ghat, Bihar, India",True
"River Ganga At Munger D/S, Creamination Ghat",1818,25.6996142,85.1352099,"ghat, Bihar, India",True
"River Ganga At U/S Ajgabinath Mandir Sultanganj, Bhagalpur",3117,25.2414966,86.7349906,"sultanganj bhagalpur, Bihar, India",True
"River Ganga D/S Cremination Ghat At Sultanganj, Bhagalpur",2554,25.2414966,86.7349906,"sultanganj bhagalpur, Bihar, India",True
"River Ganga At Champanagar, Rasidpur, Bhagalpur",10138,25.2664532,86.9360556,"rasidpur bhagalpur, Bihar, India",True
"River Ganga At Bhagalpur, Opp. Kuppa Ghat",1819,25.6996142,85.1352099,"ghat, Bihar, India",True
River Ganga At D/S Bhagalpur Near Bararighat,3118,,,,False
"River Ganga, Jhajghat At Kahalgaon",1816,25.2651895,87.2835414,"kahalgaon, Bihar, India",True
"River Ganga At Rajmahal, Bihar",1059,25.1672903,85.5502398,"bihar, Bihar, India",True
"River Ghaghara Near Chapra, Rivilganj, Manjhi, Saran",1076,25.8970019,84.5392617,"manjhi saran, Bihar, India",True
"River Sone At Koilwar, Near Mandir, Bhojpur",1075,25.5625622,84.6665777,"mandir bhojpur, Bihar, India",True
"River Sone At Banjari Near Banjari Near Sun Temple Kalyanpur, Rohtas",3121,24.9394143,84.0197031,"rohtas, Bihar, India",True
"River Sone At Indrapuri Dam, Dehri On Sone, Rohtas",2556,24.9057108,84.1771979,"dehri sone rohtas, Bihar, India",True
River Sone At Arwal Near Balughat (Sahar),4913,25.258462,84.5772592,"sahar, Bihar, India",True
River Gandak At Sonepur Near Hariharnath Temple,1078,25.5811219,85.0409287,"temple, Bihar, India",True
"River Gandak At Rewaghat, Muzaffarpur",2568,26.1482548,85.3316097,"muzaffarpur, Bihar, India",True
"River Gandak At Konhara Ghat, Opposite Hariharnath Mandir,Sonepur",10126,25.6828526,85.1898208,"hariharnath mandir sonepur, Bihar, India",True
"River Gandak At Road Bridge, U/S Hajipur, Vaishali (Border Of Saran & Vaishali)",10163,25.7491703,85.3972164,"vaishali, Bihar, India",True
"River Sikrahna At Lal Parsa, Betiah, East Champaran",2575,26.6393261,84.8990136,"east champaran, Bihar, India",True
"River Sikrahna At Chanpatiya, Near Chanpatiya Road Bridge, West Champaran",1820,27.0518367,84.3351209,"west champaran, Bihar, India",True
"River Sikrahna At Lauria, Harinagar Road Bridge",3134,27.156368,84.3244117,"harinagar, Bihar, India",True
"River Sikrahna Lauria- Narkatiaganj Road Bridge, West Champaran",4291,27.0968882,84.4585344,"narkatiaganj west champaran, Bihar, India",True
"River Burhi Gandak Near Magardahi Ghat At Samastipur Road Bridge, Samastipur",2570,25.7458309,86.0360531,"ghat samastipur samastipur, Bihar, India",True
River Burhi Gandak U/S Road Bridge Nh Near Zero Mile Muzaffarpur,3124,26.1482548,85.3316097,"muzaffarpur, Bihar, India",True
"River Burhi Gandak At Khagaria Road Bridge Before Confluence With Ganga , Khagaria",4295,25.4930513,86.6982264,"khagaria, Bihar, India",True
"River Harbora,U/S At Narkatiaganj, West Champaran",3126,27.0968882,84.4585344,"narkatiaganj west champaran, Bihar, India",True
"River Harbora D/S At Narkatiaganj, West Champaran",2558,27.0968882,84.4585344,"narkatiaganj west champaran, Bihar, India",True
"River Kamala At Gausaghat, Darbhanga",2569,26.1732621,85.9509373,"gausaghat darbhanga, Bihar, India",True
"River Kamala At Kamala Ghat Near Barrage Atjaynagar , Madhubani",3133,26.3503076,86.2296424,"madhubani, Bihar, India",True
"River Kamala (Bihar) At Jeewach Ghat, Darbhanga",4299,26.1667379,86.0432955,"ghat darbhanga, Bihar, India",True
River Daha U/S Rajendra Road Bridge At Siwan,1821,26.193249,84.2546677,"rajendra siwan, Bihar, India",True
"River Daha D/S At Renua, Siwan",4397,26.131008,84.3910745,"siwan, Bihar, India",True
"River Daha At Meerganj Near Badarjhimmi Bazar, Gopalganj",3129,26.4875154,84.3828186,"bazar gopalganj, Bihar, India",True
"River Dhos At Saharghat, Madhubani",1823,26.5427193,85.85749,"saharghat madhubani, Bihar, India",True
"River Sirsiya At Raxaul,Birganj Check Post Road Bridge East Champaran",1822,26.9831694,84.8523834,"post east champaran, Bihar, India",True
